runIndex,modelType,numDays,policyK,policyE,arrivalScenarioName,serviceScenarioName,taxiTakeoffScenarioName,costScenarioName,annualNumberOfStorms,totalExternalArrivals,totalDeicingJobs,totalHOTViolations,meanExternalArrivalsPerDay,stdExternalArrivalsPerDay,p95ExternalArrivalsPerDay,maxExternalArrivalsPerDay,meanDeicingJobsPerDay,stdDeicingJobsPerDay,p95DeicingJobsPerDay,maxDeicingJobsPerDay,meanHOTViolationsPerDay,p95HOTViolationsPerDay,maxHOTViolationsPerDay,numDaysWithHOTViolations,meanDeicingJobsPerExternalAircraft,hotViolationRatePerExternalAircraft,hotViolationRatePerDeicingJob,totalDeicingQueueingDelay,totalDeicingServiceTime,meanDeicingQueueingDelayAcrossDays,stdMeanDeicingQueueingDelayAcrossDays,p95MeanDeicingQueueingDelayAcrossDays,meanDeicingServiceTimeAcrossDays,stdMeanDeicingServiceTimeAcrossDays,p95MeanDeicingServiceTimeAcrossDays,meanDailyP95DeicingQueueingDelay,p95DailyP95DeicingQueueingDelay,meanDailyP95DeicingServiceTime,p95DailyP95DeicingServiceTime,totalTaxiTakeoffQueueingDelay,totalTaxiTakeoffServiceTime,totalTaxiTakeoffSojournTime,meanTaxiTakeoffQueueingDelayAcrossDays,stdMeanTaxiTakeoffQueueingDelayAcrossDays,meanTaxiTakeoffServiceTimeAcrossDays,meanTaxiTakeoffSojournTimeAcrossDays,stdMeanTaxiTakeoffSojournTimeAcrossDays,p95MeanTaxiTakeoffSojournTimeAcrossDays,meanDailyP95TaxiTakeoffSojournTime,p95DailyP95TaxiTakeoffSojournTime,totalGroundSojournTime,meanGroundSojournTimeAcrossDays,stdMeanGroundSojournTimeAcrossDays,p95MeanGroundSojournTimeAcrossDays,p99MeanGroundSojournTimeAcrossDays,meanDailyP95GroundSojournTime,p95DailyP95GroundSojournTime,meanDailyP99GroundSojournTime,maxDailyMaxGroundSojournTime,totalDepartureDelay,totalPositiveDepartureDelay,meanPositiveDepartureDelayAcrossDays,stdMeanPositiveDepartureDelayAcrossDays,p90MeanPositiveDepartureDelayAcrossDays,p95MeanPositiveDepartureDelayAcrossDays,p99MeanPositiveDepartureDelayAcrossDays,maxMeanPositiveDepartureDelayAcrossDays,meanDailyP90PositiveDepartureDelay,meanDailyP95PositiveDepartureDelay,p95DailyP95PositiveDepartureDelay,meanDailyP99PositiveDepartureDelay,maxDailyMaxPositiveDepartureDelay,totalDelayAboveD1,totalDelayAboveD2,totalDelayAboveD3,totalDelayCost,totalFluidCost,totalActivationCost,totalOperatingCost,meanDailyOperatingCost,stdDailyOperatingCost,minDailyOperatingCost,p90DailyOperatingCost,p95DailyOperatingCost,p99DailyOperatingCost,maxDailyOperatingCost,numPositiveCostDays,numMissingOperatingCostDays,numMissingVolumeDays,numIncompleteDESDays,numNonemptyTerminalCalendars
11,DES,1,6,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,1,80,80,0,80,0,80,80,80,0,80,80,0,0,0,0,1,0,0,0,0.021730104745287,0,0,0,0.000271626309316088,0,0.000271626309316088,0,0,0.000766035347547532,0.000766035347547532,0.976660856057492,63.8074498102788,64.7841106663363,0.0122082607007187,0,0.797593122628484,0.809801383329203,0,0.809801383329203,1.97261686238366,1.97261686238366,64.8058407710816,0.81007300963852,0,0.81007300963852,0.81007300963852,1.9727984414185,1.9727984414185,2.37586093905818,2.47817746892414,-2374.19415922892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896170846358286,1,1.00896170846358,1.00896170846358,0,1.00896170846358,1.00896170846358,1.00896170846358,1.00896170846358,1.00896170846358,1,0,0,0,0
11,analyticModel,1,6,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,1,80.8119308943358,80.8119308943358,0,80.8119308943358,0,80.8119308943358,80.8119308943358,80.8119308943358,0,80.8119308943358,80.8119308943358,0,0,0,0,1,0,0,3.44042432289678e-16,0.020202982723584,4.25732226024304e-18,0,4.25732226024304e-18,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.862916768987316,0,0.862916768987316,NaN,NaN,0,0.863166768987316,0,0.863166768987316,0.863166768987316,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.00833190835413847,1,1.00833190835414,1.00833190835414,0,1.00833190835414,1.00833190835414,1.00833190835414,1.00833190835414,1.00833190835414,1,0,0,0,0
12,DES,2,6,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,2,297,297,0,148.5,91.2167747730646,213,213,148.5,91.2167747730646,213,213,0,0,0,0,1,0,0,0,0.0765419032882729,0,0,0,0.000271736629787875,4.56481362017598e-05,0.000304014736444667,0,0,0.000862125619167518,0.00106170828258826,2.39412888550862,228.729286440217,231.123415325726,0.00962498256908971,0.00509216576300369,0.755852514969024,0.765477497538114,0.0414024565799637,0.794753455343588,1.87030698296311,1.95014073997059,231.199957229014,0.765749234167901,0.0413568084437605,0.794992913866717,0.794992913866717,1.87056189325528,1.95031937526172,2.6054969266432,3.63070399315222,-9047.80004277099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120729775493445,2,2.12072977549344,1.06036488774672,0.0696644153782132,1.01110470722539,1.10962506826805,1.10962506826805,1.10962506826805,1.10962506826805,2,0,0,0,0
12,analyticModel,2,6,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,2,309.323861788671,309.323861788671,0,154.661930894336,101.469823100269,226.411930894335,226.411930894335,154.661930894336,101.469823100269,226.411930894335,226.411930894335,0,0,0,0,1,0,0,1.02702879913881e-15,0.0773309654471678,3.6014481272227e-18,8.57250372057286e-19,4.2076156784791e-18,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.860605199180223,0.00302130237709107,0.862741582579079,NaN,NaN,0,0.860855199180223,0.00302130237709107,0.862991582579079,0.862991582579079,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.13067104583636,2,2.13067104583636,1.06533552291818,0.079651463586853,1.00901343288448,1.12165761295188,1.12165761295188,1.12165761295188,1.12165761295188,2,0,0,0,0
13,DES,1,8,1,debugVeryLightNoPeak,baseline,debugStableTaxi,debugBaselineCost,1,302,302,0,302,0,302,302,302,0,302,302,0,0,0,0,1,0,0,0,0.164740920066034,0,0,0,0.000545499735317995,0,0.000545499735317995,0,0,0.00170080477754459,0.00170080477754459,28.4902298408533,239.493169167205,267.983399008058,0.0943385094067991,0,0.793023738964254,0.887362248371053,0,0.887362248371053,2.28194602681778,2.28194602681778,268.148139928124,0.887907748106371,0,0.887907748106371,0.887907748106371,2.28231685588436,2.28231685588436,3.4905406385699,4.0265234188135,-8982.35186007188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113176047568203,1,1.1131760475682,1.1131760475682,0,1.1131760475682,1.1131760475682,1.1131760475682,1.1131760475682,1.1131760475682,1,0,0,0,0
13,analyticModel,1,8,1,debugVeryLightNoPeak,baseline,debugStableTaxi,debugBaselineCost,1,284.889939065532,284.889939065532,0,284.889939065532,0,284.889939065532,284.889939065532,284.889939065532,0,284.889939065532,284.889939065532,0,0,0,0,1,0,0,4.22548675993513e-16,0.142444969532766,1.48319971347361e-18,0,1.48319971347361e-18,0.0005,0,0.0005,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960643454535161,0,0.960643454535161,NaN,NaN,0,0.961143454535161,0,0.961143454535161,0.961143454535161,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.0978588600890995,1,1.0978588600891,1.0978588600891,0,1.0978588600891,1.0978588600891,1.0978588600891,1.0978588600891,1.0978588600891,1,0,0,0,0
14,DES,2,8,1,debugVeryLightNoPeak,baseline,debugStableTaxi,debugBaselineCost,2,676,676,0,338,43.8406204335659,369,369,338,43.8406204335659,369,369,0,0,0,0,1,0,0,0,0.346024770500378,0,0,0,0.000510335635380988,2.36739574523761e-05,0.000527075651233085,0,0,0.00166687429548282,0.00171125105870393,92.232005351552,546.196459031804,638.428464383355,0.135795219960998,0.0099094550583632,0.809985657509567,0.945780877470565,0.0209716189609988,0.960610051450348,2.1968714160474,2.19760612504855,638.774489153856,0.946291213105946,0.020947945003548,0.961103647069877,0.961103647069877,2.19709761985068,2.19767419276284,3.38247490816729,4.51040364899798,-20308.7255108461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327972825688011,2,2.32797282568801,1.16398641284401,0.0574522977088833,1.12336150353931,1.2046113221487,1.2046113221487,1.2046113221487,1.2046113221487,2,0,0,0,0
14,analyticModel,2,8,1,debugVeryLightNoPeak,baseline,debugStableTaxi,debugBaselineCost,2,687.779878131065,687.779878131065,0,343.889939065532,41.0121933088198,372.889939065532,372.889939065532,343.889939065532,41.0121933088198,372.889939065532,372.889939065532,0,0,0,0,1,0,0,1.01702220416779e-15,0.343889939065532,1.47885856581747e-18,2.6080049516762e-21,1.48070270380417e-18,0.0005,0,0.0005,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960537042878937,6.39282854057191e-05,0.960582247003057,NaN,NaN,0,0.961037042878937,6.39282854057191e-05,0.961082247003057,0.961082247003057,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.324320358198386,2,2.32432035819839,1.16216017909919,0.0480642024825042,1.12817365559149,1.1961467026069,1.1961467026069,1.1961467026069,1.1961467026069,2,0,0,0,0
15,DES,1,8,1,debugLightBroadPeak,baseline,debugStableTaxi,debugBaselineCost,1,170,170,0,170,0,170,170,170,0,170,170,0,0,0,0,1,0,0,0,0.107639791865973,0,0,0,0.000633175246270428,0,0.000633175246270428,0,0,0.00227333837852704,0.00227333837852704,1.18292005663884,129.569769471838,130.752689528477,0.00695835327434609,0,0.762175114540223,0.769133467814569,0,0.769133467814569,1.81635643411834,1.81635643411834,130.860329320343,0.76976664306084,0,0.76976664306084,0.76976664306084,1.81645533080068,1.81645533080068,2.62531220940503,3.64709112226701,-5311.13967067966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140764194546596,1,1.1407641945466,1.1407641945466,0,1.1407641945466,1.1407641945466,1.1407641945466,1.1407641945466,1.1407641945466,1,0,0,0,0
15,analyticModel,1,8,1,debugLightBroadPeak,baseline,debugStableTaxi,debugBaselineCost,1,155.711930894336,155.711930894336,0,155.711930894336,0,155.711930894336,155.711930894336,155.711930894336,0,155.711930894336,155.711930894336,0,0,0,0,1,0,0,1.2910610320064e-17,0.0778559654471678,8.29134302420603e-20,0,8.29134302420603e-20,0.0005,0,0.0005,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.859589778126398,0,0.859589778126398,NaN,NaN,0,0.860089778126398,0,0.860089778126398,0.860089778126398,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.101814877907458,1,1.10181487790746,1.10181487790746,0,1.10181487790746,1.10181487790746,1.10181487790746,1.10181487790746,1.10181487790746,1,0,0,0,0
16,DES,2,8,1,debugLightBroadPeak,baseline,debugStableTaxi,debugBaselineCost,2,314,314,0,157,77.7817459305202,212,212,157,77.7817459305202,212,212,0,0,0,0,1,0,0,0,0.162471155653899,0,0,0,0.000503474806321635,5.63122673129289e-05,0.000543293592402597,0,0,0.001808711312225,0.00189757931283561,6.122881695464,250.875843225026,256.99872492049,0.0151936967865961,0.0173827533478175,0.801872396778426,0.817066093565022,0.00565648836766887,0.821065834847504,1.99144875456604,2.04110739677416,257.161196076143,0.817569568371343,0.00571280063498013,0.821609128439904,0.821609128439904,1.99168462311937,2.04138669582792,2.58502063186201,3.49793078773709,-9441.83880392386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246149096410808,2,2.24614909641081,1.1230745482054,0.114911536736902,1.04181982134217,1.20432927506863,1.20432927506863,1.20432927506863,1.20432927506863,2,0,0,0,0
16,analyticModel,2,8,1,debugLightBroadPeak,baseline,debugStableTaxi,debugBaselineCost,2,315.623861788671,315.623861788671,0,157.811930894336,52.4673231640417,194.911930894336,194.911930894336,157.811930894336,52.4673231640417,194.911930894336,194.911930894336,0,0,0,0,1,0,0,2.6024580291555e-17,0.157811930894336,8.44455021384676e-20,1.19776494430037e-20,9.29149792822908e-20,0.0005,0,0.0005,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.859749212702485,0.00124645029124246,0.860630586155835,NaN,NaN,0,0.860249212702485,0.00124645029124246,0.861130586155835,0.861130586155835,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.226260602016821,2,2.22626060201682,1.11313030100841,0.0845122472413681,1.05337111789072,1.1728894841261,1.1728894841261,1.1728894841261,1.1728894841261,2,0,0,0,0
17,DES,1,8,2,debugVeryLightNoPeak,upgraded,debugStableTaxi,debugBaselineCost,1,198,198,0,198,0,198,198,198,0,198,198,0,0,0,0,1,0,0,0,0.068464200847846,0,0,0,0.000345778792160838,0,0.000345778792160838,0,0,0.00110304760631481,0.00110304760631481,10.4089203485083,153.720213645411,164.12913399392,0.0525703047904458,0,0.776364715380866,0.828935020171312,0,0.828935020171312,1.9814793952126,1.9814793952126,164.197598194768,0.829280798963474,0,0.829280798963474,0.829280798963474,1.98180162673002,1.98180162673002,2.95540501221481,4.2568240797159,-6165.80240180523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206361364407704,1,1.02063613644077,1.02063613644077,0,1.02063613644077,1.02063613644077,1.02063613644077,1.02063613644077,1.02063613644077,1,0,0,0,0
17,analyticModel,1,8,2,debugVeryLightNoPeak,upgraded,debugStableTaxi,debugBaselineCost,1,192.889939065532,192.889939065532,0,192.889939065532,0,192.889939065532,192.889939065532,192.889939065532,0,192.889939065532,192.889939065532,0,0,0,0,1,0,0,5.16479502254317e-17,0.0642966463551774,2.67758652813327e-19,0,2.67758652813327e-19,0.000333333333333333,0,0.000333333333333333,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960949539159802,0,0.960949539159802,NaN,NaN,0,0.961282872493135,0,0.961282872493135,0.961282872493135,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.0193799730434033,1,1.0193799730434,1.0193799730434,0,1.0193799730434,1.0193799730434,1.0193799730434,1.0193799730434,1.0193799730434,1,0,0,0,0
18,DES,2,8,2,debugVeryLightNoPeak,upgraded,debugStableTaxi,debugBaselineCost,2,1026,1026,0,513,182.433549546129,642,642,513,182.433549546129,642,642,0,0,0,0,1,0,0,0,0.338423701315085,0,0,0,0.000334631043454021,2.69015720022475e-05,0.000353653327441389,0,0,0.00112904456173368,0.00128366414767861,142.372247768968,845.795726204856,988.167973973824,0.150675168912256,0.0669859001560271,0.83221943345441,0.982894602366666,0.111174113011745,1.06150657156967,2.4482993518958,2.78481728864784,988.506397675139,0.98322923341012,0.111201014583748,1.06186022489711,1.06186022489711,2.44840264549828,2.78494365673346,3.39570917597307,5.26543570325271,-31156.4936023249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608039053844296,2,2.6080390538443,1.30401952692215,0.219307426667136,1.14894575836124,1.45909329548305,1.45909329548305,1.45909329548305,1.45909329548305,2,0,0,0,0
18,analyticModel,2,8,2,debugVeryLightNoPeak,upgraded,debugStableTaxi,debugBaselineCost,2,1045.77987813106,1045.77987813106,0,522.889939065532,197.989898732233,662.889939065532,662.889939065532,522.889939065532,197.989898732233,662.889939065532,662.889939065532,0,0,0,0,1,0,0,2.75442956177615e-16,0.348593292710355,2.6358261881019e-19,1.04269359444153e-21,2.64319914521519e-19,0.000333333333333333,0,0.000333333333333333,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960377728292786,0.000142772670870935,0.960478683816527,NaN,NaN,0,0.960711061626119,0.000142772670870935,0.96081201714986,0.96081201714986,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.640635153034695,2,2.6406351530347,1.32031757651735,0.255033167183667,1.13998189457429,1.5006532584604,1.5006532584604,1.5006532584604,1.5006532584604,2,0,0,0,0
19,DES,1,8,2,debugLightBroadPeak,upgraded,debugStableTaxi,debugBaselineCost,1,179,179,0,179,0,179,179,179,0,179,179,0,0,0,0,1,0,0,0,0.059877643607249,0,0,0,0.000334511975459491,0,0.000334511975459491,0,0,0.00113124217477031,0.00113124217477031,2.08033949934116,141.973252710503,144.053592209845,0.0116220083762076,0,0.79314666318717,0.804768671563378,0,0.804768671563378,1.99818941485034,1.99818941485034,144.113469853452,0.805103183538838,0,0.805103183538838,0.805103183538838,1.99869455568599,1.99869455568599,2.72608939531389,3.38029823804975,-5575.38653014655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106742369554724,1,1.10674236955472,1.10674236955472,0,1.10674236955472,1.10674236955472,1.10674236955472,1.10674236955472,1.10674236955472,1,0,0,0,0
19,analyticModel,1,8,2,debugLightBroadPeak,upgraded,debugStableTaxi,debugBaselineCost,1,195.611930894336,195.611930894336,0,195.611930894336,0,195.611930894336,195.611930894336,195.611930894336,0,195.611930894336,195.611930894336,0,0,0,0,1,0,0,2.65711897165151e-18,0.0652039769647785,1.35836242682294e-20,0,1.35836242682294e-20,0.000333333333333333,0,0.000333333333333333,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.858857529344927,0,0.858857529344927,NaN,NaN,0,0.85919086267826,0,0.85919086267826,0.85919086267826,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.116237490093372,1,1.11623749009337,1.11623749009337,0,1.11623749009337,1.11623749009337,1.11623749009337,1.11623749009337,1.11623749009337,1,0,0,0,0
20,DES,2,8,2,debugLightBroadPeak,upgraded,debugStableTaxi,debugBaselineCost,2,281,281,0,140.5,55.8614357137373,180,180,140.5,55.8614357137373,180,180,0,0,0,0,1,0,0,0,0.105795453383695,0,0,0,0.000374091951530727,1.20944797592242e-05,0.000382644040183398,0,0,0.00122988116053541,0.00126109613204578,2.34088420245763,210.708773839681,213.049658042139,0.00895554122030929,0.00314390201765063,0.762955524642206,0.771911065862515,0.0690521361641225,0.820738299599583,2.12673816576944,2.48842705977979,213.155453495522,0.772285157814045,0.0690400416843619,0.821103839462459,0.821103839462459,2.12728140516189,2.48906592209797,2.5703917813419,3.29341999725858,-8591.84454650448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153100170054538,2,2.15310017005454,1.07655008502727,0.0636415632603663,1.03154870408055,1.12155146597399,1.12155146597399,1.12155146597399,1.12155146597399,2,0,0,0,0
20,analyticModel,2,8,2,debugLightBroadPeak,upgraded,debugStableTaxi,debugBaselineCost,2,312.123861788671,312.123861788671,0,156.061930894336,53.9522474045334,194.211930894336,194.211930894336,156.061930894336,53.9522474045334,194.211930894336,194.211930894336,0,0,0,0,1,0,0,4.62859679310678e-18,0.10404128726289,1.52209474062206e-20,2.26541242088801e-21,1.68228358912147e-20,0.000333333333333333,0,0.000333333333333333,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.859809309469472,0.00131689002987094,0.86074049133967,NaN,NaN,0,0.860142642802805,0.00131689002987094,0.861073824673004,0.861073824673004,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.147833960982647,2,2.14783396098265,1.07391698049132,0.0570362237800695,1.03358627988316,1.11424768109948,1.11424768109948,1.11424768109948,1.11424768109948,2,0,0,0,0
21,DES,1,8,3,debugVeryLightNoPeak,highEnd,debugStableTaxi,debugBaselineCost,1,332,332,0,332,0,332,332,332,0,332,332,0,0,0,0,1,0,0,0,0.080014565055326,0,0,0,0.000241007726070259,0,0.000241007726070259,0,0,0.000697151871743665,0.000697151871743665,57.2505447725803,275.515537009265,332.766081781846,0.17244139991741,0,0.829866075329113,1.00230747524652,0,1.00230747524652,2.45688795220051,2.45688795220051,332.846096346901,1.00254848297259,0,1.00254848297259,1.00254848297259,2.45697224290711,2.45697224290711,3.25075621629538,3.98283239436591,-10185.1539036531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712162784219225,1,1.07121627842192,1.07121627842192,0,1.07121627842192,1.07121627842192,1.07121627842192,1.07121627842192,1.07121627842192,1,0,0,0,0
21,analyticModel,1,8,3,debugVeryLightNoPeak,highEnd,debugStableTaxi,debugBaselineCost,1,332.889939065532,332.889939065532,0,332.889939065532,0,332.889939065532,332.889939065532,332.889939065532,0,332.889939065532,332.889939065532,0,0,0,0,1,0,0,2.60145621225453e-17,0.0832224847663831,7.81476370105137e-20,0,7.81476370105137e-20,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960550313911166,0,0.960550313911166,NaN,NaN,0,0.960800313911166,0,0.960800313911166,0.960800313911166,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.0740714598896945,1,1.07407145988969,1.07407145988969,0,1.07407145988969,1.07407145988969,1.07407145988969,1.07407145988969,1.07407145988969,1,0,0,0,0
22,DES,2,8,3,debugVeryLightNoPeak,highEnd,debugStableTaxi,debugBaselineCost,2,1173,1173,0,586.5,487.196572237531,931,931,586.5,487.196572237531,931,931,0,0,0,0,1,0,0,0,0.329309410321064,0,0,0,0.000276577315262429,1.00251516462914e-05,0.000283666167973945,0,0,0.000930167286188766,0.000959895457587833,155.92545875249,911.850678895114,1067.7761376476,0.163463794432326,0.0735177013913113,0.778922169469595,0.942385963901921,0.0772636758022944,0.997019633001122,2.51543429143266,2.80738790592807,1068.10544705792,0.942662541217184,0.0772536506506484,0.997289121463674,0.997289121463674,2.51578912278116,2.8078589974325,3.3213760586216,4.47497931569876,-35408.8945529421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941830810759573,2,2.94183081075957,1.47091540537979,0.625380277875787,1.02870477007349,1.91312604068608,1.91312604068608,1.91312604068608,1.91312604068608,2,0,0,0,0
22,analyticModel,2,8,3,debugVeryLightNoPeak,highEnd,debugStableTaxi,debugBaselineCost,2,1173.77987813106,1173.77987813106,0,586.889939065532,511.94530957906,948.889939065532,948.889939065532,586.889939065532,511.94530957906,948.889939065532,948.889939065532,0,0,0,0,1,0,0,9.11262368037075e-17,0.293444969532766,7.80475527343747e-20,9.46214613574707e-22,7.87166275040912e-20,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.960503869838625,0.000439090552956365,0.960814353746176,NaN,NaN,0,0.960753869838625,0.000439090552956365,0.961064353746176,0.961064353746176,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.844964316267726,2,2.84496431626773,1.42248215813386,0.562483582477905,1.02474620265763,1.82021811361009,1.82021811361009,1.82021811361009,1.82021811361009,2,0,0,0,0
23,DES,1,8,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,1,147,147,0,147,0,147,147,147,0,147,147,0,0,0,0,1,0,0,0,0.035999945020813,0,0,0,0.000244897585175599,0,0.000244897585175599,0,0,0.00084657506361037,0.00084657506361037,2.48196427322992,117.041774323956,119.523738597186,0.0168841107022444,0,0.796202546421471,0.813086657123715,0,0.813086657123715,1.9578236494639,1.9578236494639,119.559738542207,0.81333155470889,0,0.81333155470889,0.81333155470889,1.95802324362567,1.95802324362567,2.44487865561875,3.04695326631531,-4395.44026145779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509575526488146,1,1.05095755264881,1.05095755264881,0,1.05095755264881,1.05095755264881,1.05095755264881,1.05095755264881,1.05095755264881,1,0,0,0,0
23,analyticModel,1,8,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,1,164.811930894336,164.811930894336,0,164.811930894336,0,164.811930894336,164.811930894336,164.811930894336,0,164.811930894336,164.811930894336,0,0,0,0,1,0,0,7.05263302213672e-19,0.0412029827235839,4.27920053109402e-21,0,4.27920053109402e-21,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.859391503721501,0,0.859391503721501,NaN,NaN,0,0.859641503721501,0,0.859641503721501,0.859641503721501,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.0583223991095364,1,1.05832239910954,1.05832239910954,0,1.05832239910954,1.05832239910954,1.05832239910954,1.05832239910954,1.05832239910954,1,0,0,0,0
24,DES,2,8,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,2,263,263,0,131.5,89.8025612106915,195,195,131.5,89.8025612106915,195,195,0,0,0,0,1,0,0,0,0.0599438511960851,0,0,0,0.000249434566343967,6.2998645874975e-05,0.000293981336047731,0,0,0.000921456133237297,0.00121992322565179,2.09613383896995,198.547280407254,200.643414246224,0.0128781316786601,0.0143739195755139,0.775308999402122,0.788187131080782,0.0740491266437275,0.840547770671504,2.0649061760737,2.36329113922102,200.70335809742,0.788436565647127,0.074112125289603,0.840841752007552,0.840841752007552,2.0655907039299,2.36454590809346,2.80981082470703,3.05942370321594,-8064.29664190258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661962709941804,2,2.06619627099418,1.03309813549709,0.0406914703791316,1.00432492085555,1.06187135013863,1.06187135013863,1.06187135013863,1.06187135013863,2,0,0,0,0
24,analyticModel,2,8,3,debugLightBroadPeak,highEnd,debugStableTaxi,debugBaselineCost,2,240.023861788671,240.023861788671,0,120.011930894336,79.1959594928931,176.011930894336,176.011930894336,120.011930894336,79.1959594928931,176.011930894336,176.011930894336,0,0,0,0,1,0,0,1.18135719253272e-18,0.0600059654471678,5.57986250047243e-21,1.99433094935397e-21,6.99006743869083e-21,0.00025,0,0.00025,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,0.86195386465817,0.00392891915018911,0.864732030032002,NaN,NaN,0,0.86220386465817,0.00392891915018911,0.864982030032002,0.864982030032002,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0.0716051480071637,2,2.07160514800716,1.03580257400358,0.0457362149557158,1.00346218626259,1.06814296174457,1.06814296174457,1.06814296174457,1.06814296174457,2,0,0,0,0
